License Number,Visit Date,Penalty Type,Case #,WAC Code,Violation Type,City Name,County Name
416206,12/05/2018 12:00:00 AM,AVN,7I8235A,314.55.084,"(MJ) Using unauthorized pesticides, soil amendments, fertilizers, other crop production aids.",UNINCORPORATED AREAS,SKAGIT
413372,12/06/2018 12:00:00 AM,AVN,2D8340A,314.55.083(3),(MJ) Failure to maintain required security alarm and surveillance systems.,SEATTLE,KING
415825,12/10/2018 12:00:00 AM,AVN,7R8344A,314.55.083(4),(MJ) Failure to utilize and/or maintain traceability. (producer),HOQUIAM,GRAYS HARBOR
413596,12/11/2018 12:00:00 AM,AVN,4I8345A,69.50.357,(MJ) Allowing a minor to frequent a restricted area.,UNION GAP,YAKIMA
416893,12/04/2018 12:00:00 AM,AVN,7H8338B,314.55.020,(MJ) Operating plan: Violations of a board-approved operating plan.,UNINCORP. AREAS,OKANOGAN
424848,12/19/2018 12:00:00 AM,Written Warning,1E8353B,69.50.357,(MJ) Allowing a minor to frequent a restricted area.,TUMWATER,THURSTON
425080,12/19/2018 12:00:00 AM,AVN,7R8353A,314.55.083(3),(MJ) Failure to maintain required security alarm and surveillance systems. (producer),UNINCORP. AREAS,CLALLAM
415727,12/20/2018 12:00:00 AM,Written Warning,7M8354A,314.55.083(3),(MJ) Failure to maintain required security alarm and surveillance systems. (producer),SPOKANE (CITY),SPOKANE
412923,12/06/2018 12:00:00 AM,AVN,1O8340A,314.55.155,(MJ) Advertising: Violations (statements/illustrations).,UNINCORPORATED AREAS,PIERCE
425507,12/14/2018 12:00:00 AM,Written Warning,3M8348B,314.55.155,(MJ) Advertising: Violations (statements/illustrations).,REDMOND,KING
425507,12/14/2018 12:00:00 AM,Written Warning,3M8348B,314.55.155,(MJ) Advertising: Violations (statements/illustrations).,REDMOND,KING
421110,12/13/2018 12:00:00 AM,Written Warning,4L8347A,314.55.083(3),(MJ) Failure to maintain required security alarm and surveillance systems.,MOSES LAKE,GRANT
415964,12/10/2018 12:00:00 AM,AVN,7K8344A,314.55.083(4),(MJ) Failure to utilize and/or maintain traceability (processor or retail licensee).,SEATTLE,KING
417460,12/27/2018 12:00:00 AM,AVN,7M8361A,314.55.083(4),(MJ) Failure to utilize and/or maintain traceability. (producer),SPOKANE (CITY),SPOKANE
412594,12/10/2018 12:00:00 AM,AVN,7I8344A,314.55.085,(MJ) Violation of transportation requirements. (producer),UNINCORP. AREAS,WHATCOM
416108,12/04/2018 12:00:00 AM,Written Warning,7M8338A,314.55.083(4),(MJ) Failure to utilize and/or maintain traceability. (producer),UNINCORP. AREAS,STEVENS
412594,12/10/2018 12:00:00 AM,AVN,7I8344A,314.55.083(2),(MJ) Failure to maintain required security alarm and surveillance systems.,UNINCORP. AREAS,WHATCOM
412594,12/10/2018 12:00:00 AM,AVN,7I8344A,314.55.020,(MJ) Operating plan: Violations of a board-approved operating plan.,UNINCORP. AREAS,WHATCOM
416027,01/29/2019 12:00:00 AM,AVN,7F9029A,314.55.083(2),(MJ) Failure to maintain required security alarm and surveillance systems. (producer),UNINCORPORATED AREAS,SKAGIT
421698,01/03/2019 12:00:00 AM,AVN,4L9003B,314.55.079,(MJ) Sale or service to minor,SPOKANE (CITY),SPOKANE
414425,01/22/2019 12:00:00 AM,Written Warning,2J9022C,69.50.357,(MJ) Allowing a minor to frequent a restricted area.,SEATTLE,KING
364799,01/08/2019 12:00:00 AM,Written Warning,3G9008B,314.55.082,(MJ) Failure to maintain required insurance.,EDMONDS,SNOHOMISH
413519,01/08/2019 12:00:00 AM,AVN,8D9008B,314.55.035,(MJ) True party of interest violation.,SEATTLE,KING
364799,01/08/2019 12:00:00 AM,Written Warning,3G9008B,314.55.083(1),(MJ) Licensee/employee failing to display required security badge.,EDMONDS,SNOHOMISH
426125,01/08/2019 12:00:00 AM,AVN,8D9009A,314.55.035,(MJ) True party of interest violation.,BELLEVUE,KING
413596,01/03/2019 12:00:00 AM,AVN,4I9003B,314.55.083(3),(MJ) Failure to maintain required security alarm and surveillance systems.,UNION GAP,YAKIMA
416113,01/02/2019 12:00:00 AM,AVN,7F9002A,314.55.020,(MJ) Operating plan: Violations of a board-approved operating plan.,ARLINGTON,SNOHOMISH
426050,01/03/2019 12:00:00 AM,AVN,4L9003A,314.55.079,(MJ) Sale or service to minor,SPOKANE (CITY),SPOKANE
412922,01/25/2019 12:00:00 AM,Written Warning,2C9025A,314.55.155(1),"(MJ) Advertising violations: Sign exceeding 1600 square inches; within 1000 feet of prohibited areas; on or in public transit vehicles, shelters, or publicly owned or operated property.",SEATTLE,KING
412645,01/29/2019 12:00:00 AM,Written Warning,7G9029A,314.55.020,(MJ) Operating plan: Violations of a board-approved operating plan.,UNINCORPORATED AREAS,SNOHOMISH
413204,01/16/2019 12:00:00 AM,Written Warning,7M9016A,314.55.083(3),(MJ) Failure to maintain required security alarm and surveillance systems. (producer),SPOKANE VALLEY,SPOKANE
412885,01/11/2019 12:00:00 AM,AVN,7J9011B,314.55.020,(MJ) Operating plan: Violations of a board-approved operating plan.,SEATTLE,KING
414464,01/17/2019 12:00:00 AM,AVN,7N9017A,314.55.084,"(MJ) Using unauthorized pesticides, soil amendments, fertilizers, other crop production aids.",MOSES LAKE,GRANT
412056,01/28/2019 12:00:00 AM,AVN,8B9028A,314.55.035,(MJ) True party of interest violation.,SEATTLE,KING
416831,01/04/2019 12:00:00 AM,Written Warning,7I9004A,314.55.083(4),(MJ) Failure to utilize and/or maintain traceability (processor or retail licensee).,BELLINGHAM,WHATCOM
418065,01/11/2019 12:00:00 AM,AVN,7J9011A,314.55.083(4),(MJ) Failure to utilize and/or maintain traceability. (producer),SEATTLE,KING
412885,01/11/2019 12:00:00 AM,AVN,7J9011B,314.55.083(4),(MJ) Failure to utilize and/or maintain traceability. (producer),SEATTLE,KING
364799,01/08/2019 12:00:00 AM,Written Warning,3G9008B,314.55.086,(MJ) Signs: Failure to post required signs.,EDMONDS,SNOHOMISH
424273,01/03/2019 12:00:00 AM,Written Warning,4I9003A,314.55.155(1),"(MJ) Advertising violations: Sign exceeding 1600 square inches; within 1000 feet of prohibited areas; on or in public transit vehicles, shelters, or publicly owned or operated property.",CLE ELUM,KITTITAS
426443,01/10/2019 12:00:00 AM,AVN,4L9010B,314.55.079,(MJ) Sale or service to minor,DAVENPORT,LINCOLN
415769,09/11/2018 12:00:00 AM,AVN,7B8254A,314.55.084,"(MJ) Using unauthorized pesticides, soil amendments, fertilizers, other crop production aids.",SEATTLE,KING
412645,01/29/2019 12:00:00 AM,Written Warning,7G9029A,314.55.083(4),(MJ) Failure to utilize and/or maintain traceability. (producer),UNINCORPORATED AREAS,SNOHOMISH
413204,01/16/2019 12:00:00 AM,Written Warning,7M9016A,314.55.083(4),(MJ) Failure to utilize and/or maintain traceability. (producer),SPOKANE VALLEY,SPOKANE
422227,01/28/2019 12:00:00 AM,Written Warning,7M9028A,314.55.083(4),(MJ) Failure to utilize and/or maintain traceability. (producer),SPOKANE (CITY),SPOKANE
412358,01/11/2019 12:00:00 AM,Written Warning,7N9011A,314.55.083(4),(MJ) Failure to utilize and/or maintain traceability (processor or retail licensee).,UNINCORP. AREAS,GRANT
412076,01/04/2019 12:00:00 AM,AVN,7C9004A,314.55.085,(MJ) Violation of transportation requirements.,UNINCORPORATED AREAS,YAKIMA
424045,01/24/2019 12:00:00 AM,Written Warning,7M9024A,314.55.083(3),(MJ) Failure to maintain required security alarm and surveillance systems. (producer),SPOKANE (CITY),SPOKANE
417394,01/22/2019 12:00:00 AM,Written Warning,7L9022A,314.55.083(3),(MJ) Failure to maintain required security alarm and surveillance systems. (producer),UNINCORP. AREAS,BENTON
416113,01/02/2019 12:00:00 AM,Written Warning,7F9002A,314.55.083(3),(MJ) Failure to maintain required security alarm and surveillance systems. (producer),ARLINGTON,SNOHOMISH
416129,01/02/2019 12:00:00 AM,AVN,7G9002A,314.55.020,(MJ) Operating plan: Violations of a board-approved operating plan.,ARLINGTON,SNOHOMISH
418065,01/11/2019 12:00:00 AM,Written Warning,7J9011A,314.55.087,(MJ) Records: Improper recordkeeping. (producer),SEATTLE,KING
412586,01/04/2019 12:00:00 AM,Written Warning,7K9007A,314.55.085,(MJ) Violation of transportation requirements.,SEATTLE,KING
418065,01/11/2019 12:00:00 AM,AVN,7J9011A,314.55.083(3),(MJ) Failure to maintain required security alarm and surveillance systems. (producer),SEATTLE,KING
412273,01/14/2019 12:00:00 AM,Written Warning,7M9014A,314.55.083(4),(MJ) Failure to utilize and/or maintain traceability. (producer),SPOKANE (CITY),SPOKANE
417122,01/25/2019 12:00:00 AM,AVN,7N9025A,314.55.083(4),(MJ) Failure to utilize and/or maintain traceability. (producer),UNINCORP. AREAS,GRANT
426187,01/16/2019 12:00:00 AM,Written Warning,7N9016A,314.55.083(4),(MJ) Failure to utilize and/or maintain traceability. (producer),UNINCORP. AREAS,STEVENS
418065,01/11/2019 12:00:00 AM,AVN,7J9011A,314.55.020,(MJ) Operating plan: Violations of a board-approved operating plan.,SEATTLE,KING
417122,01/25/2019 12:00:00 AM,Written Warning,7N9025A,314.55.083(3),(MJ) Failure to maintain required security alarm and surveillance systems. (producer),UNINCORP. AREAS,GRANT
416113,01/02/2019 12:00:00 AM,AVN,7F9002A,314.55.083(4),(MJ) Failure to utilize and/or maintain traceability. (producer),ARLINGTON,SNOHOMISH
364799,01/28/2019 12:00:00 AM,AVN,3G9028C,314.55.086,(MJ) Signs: Failure to post required signs.,EDMONDS,SNOHOMISH
412340,01/28/2019 12:00:00 AM,AVN,8B9028C,314.55.035,(MJ) True party of interest violation.,SEATTLE,KING
412645,01/29/2019 12:00:00 AM,Written Warning,7G9029A,314.55.083(3),(MJ) Failure to maintain required security alarm and surveillance systems. (producer),UNINCORPORATED AREAS,SNOHOMISH
424045,01/24/2019 12:00:00 AM,AVN,7M9024A,314.55.083(4),(MJ) Failure to utilize and/or maintain traceability. (producer),SPOKANE (CITY),SPOKANE
426700,01/25/2019 12:00:00 AM,AVN,7M9025A,314.55.087,(MJ) Records: Improper recordkeeping.,SPOKANE (CITY),SPOKANE
415769,10/30/2018 12:00:00 AM,AVN,7B8303B,314.55.084,"(MJ) Using unauthorized pesticides, soil amendments, fertilizers, other crop production aids.",SEATTLE,KING
426125,01/08/2019 12:00:00 AM,AVN,8D9009A,314.55.050,(MJ) Failure to furnish required documents.,BELLEVUE,KING
416113,01/02/2019 12:00:00 AM,AVN,7F9002A,314.55.097,(MJ) Failure for a producer to meet marijuana waste disposal requirements. (producer),ARLINGTON,SNOHOMISH
417486,01/09/2019 12:00:00 AM,AVN,4N9009B,314.55.079,(MJ) Sale or service to minor,AIRWAY HEIGHTS,SPOKANE
426700,01/08/2019 12:00:00 AM,Written Warning,7M9008A,314.55.083(4),(MJ) Failure to utilize and/or maintain traceability. (producer),SPOKANE (CITY),SPOKANE
416942,01/10/2019 12:00:00 AM,Written Warning,7S9010A,314.55.083(4),(MJ) Failure to utilize and/or maintain traceability. (producer),AIRWAY HEIGHTS,SPOKANE
364799,01/08/2019 12:00:00 AM,Written Warning,3G9008B,314.55.079(1),(MJ) Retail outlet selling unauthorized products.,EDMONDS,SNOHOMISH
364799,01/08/2019 12:00:00 AM,Written Warning,3G9008B,314.55.083(3),(MJ) Failure to maintain required security alarm and surveillance systems.,EDMONDS,SNOHOMISH
421687,01/10/2019 12:00:00 AM,AVN,4L9010A,314.55.079,(MJ) Sale or service to minor,DAVENPORT,LINCOLN
418065,01/11/2019 12:00:00 AM,AVN,7J9011A,314.55.097,(MJ) Failure for a producer to meet marijuana waste disposal requirements. (producer),SEATTLE,KING
416027,01/29/2019 12:00:00 AM,AVN,7F9029A,314.55.083(4),(MJ) Failure to utilize and/or maintain traceability. (producer),UNINCORPORATED AREAS,SKAGIT
420889,01/18/2019 12:00:00 AM,AVN,2Q9018A,314.55.155,(MJ) Advertising: Violations (statements/illustrations).,COVINGTON,KING
412885,01/11/2019 12:00:00 AM,AVN,7J9011B,314.55.097,(MJ) Failure for a producer to meet marijuana waste disposal requirements. (producer),SEATTLE,KING
426562,01/24/2019 12:00:00 AM,Written Warning,2F9024C,314.55.020,(MJ) Operating plan: Violations of a board-approved operating plan.,SEATTLE,KING
416129,01/02/2019 12:00:00 AM,AVN,7G9002A,314.55.050,(MJ) Failure to furnish required documents.,ARLINGTON,SNOHOMISH
425507,01/09/2019 12:00:00 AM,AVN,3M9009A,314.55.155,(MJ) Advertising: Violations (statements/illustrations).,REDMOND,KING
415771,01/03/2019 12:00:00 AM,Written Warning,7G9003A,314.55.105,(MJ) Packaging and/or labeling violations (processor/retailer).,LAKE STEVENS,SNOHOMISH
415769,10/30/2018 12:00:00 AM,AVN,7B8303B,314.55.020,(MJ) Operating plan: Violations of a board-approved operating plan.,SEATTLE,KING
416831,01/04/2019 12:00:00 AM,AVN,7I9004A,314.55.083(3),(MJ) Failure to maintain required security alarm and surveillance systems. (producer),BELLINGHAM,WHATCOM
416016,01/14/2019 12:00:00 AM,AVN,7F9014A,314.55.087,(MJ) Records: Improper recordkeeping.,UNINCORPORATED AREAS,ISLAND
412885,01/11/2019 12:00:00 AM,AVN,7J9011B,314.55.083(3),(MJ) Failure to maintain required security alarm and surveillance systems. (producer),SEATTLE,KING
416831,01/04/2019 12:00:00 AM,Written Warning,7I9004A,314.55.083(1),(MJ) Licensee/employee failing to display required security badge.,BELLINGHAM,WHATCOM
417380,09/26/2017 12:00:00 AM,Written Warning,7D7269A,314.55.097,(MJ) Failure for a processor to meet marijuana waste disposal requirements.,LACEY,THURSTON
426187,01/16/2019 12:00:00 AM,AVN,7N9016A,314.55.083(3),(MJ) Failure to maintain required security alarm and surveillance systems. (producer),UNINCORP. AREAS,STEVENS
413519,01/08/2019 12:00:00 AM,AVN,8D9008B,314.55.050,(MJ) Failure to furnish required documents.,SEATTLE,KING
416129,01/02/2019 12:00:00 AM,AVN,7G9002A,314.55.050,(MJ) Misrepresentation of fact.,ARLINGTON,SNOHOMISH
412968,01/23/2019 12:00:00 AM,AVN,8E9023A,314.55.035,(MJ) True party of interest violation.,UNINCORPORATED AREAS,THURSTON
412968,01/23/2019 12:00:00 AM,AVN,8E9023A,314.55.050,(MJ) Failure to furnish required documents.,UNINCORPORATED AREAS,THURSTON
414149,01/14/2019 12:00:00 AM,AVN,7R9014A,314.55.083(3),(MJ) Failure to maintain required security alarm and surveillance systems.,UNINCORP. AREAS,CLALLAM
415769,07/19/2018 12:00:00 AM,AVN,7B8200A,314.55.084,"(MJ) Using unauthorized pesticides, soil amendments, fertilizers, other crop production aids.",SEATTLE,KING
364799,01/28/2019 12:00:00 AM,AVN,3G9028B,314.55.083(3),(MJ) Failure to maintain required security alarm and surveillance systems.,EDMONDS,SNOHOMISH
417380,09/26/2017 12:00:00 AM,AVN,7D7269A,314.55.083(3),(MJ) Failure to maintain required security alarm and surveillance systems.,LACEY,THURSTON
412051,01/28/2019 12:00:00 AM,AVN,8B9028B,314.55.035,(MJ) True party of interest violation.,SEATTLE,KING
412645,01/29/2019 12:00:00 AM,Written Warning,7G9029A,314.55.087,(MJ) Records: Improper recordkeeping. (producer),UNINCORPORATED AREAS,SNOHOMISH
364799,01/08/2019 12:00:00 AM,Written Warning,3G9008B,314.55.155(1),"(MJ) Advertising violations: Sign exceeding 1600 square inches; within 1000 feet of prohibited areas; on or in public transit vehicles, shelters, or publicly owned or operated property.",EDMONDS,SNOHOMISH
414491,01/30/2019 12:00:00 AM,Written Warning,2Q9030A,314.55.020,(MJ) Operating plan: Violations of a board-approved operating plan.,COVINGTON,KING
426632,01/09/2019 12:00:00 AM,AVN,4N9009A,314.55.079,(MJ) Sale or service to minor,UNINCORP. AREAS,STEVENS
415769,09/11/2018 12:00:00 AM,AVN,7B8254A,314.55.083(4),(MJ) Failure to utilize and/or maintain traceability. (producer),SEATTLE,KING
412586,01/04/2019 12:00:00 AM,Written Warning,7K9007A,314.55.083(4),(MJ) Failure to utilize and/or maintain traceability. (producer),SEATTLE,KING
417380,09/26/2017 12:00:00 AM,AVN,7D7269A,314.55.083(3),(MJ) Failure to utilize and/or maintain traceability (processor or retail licensee).,LACEY,THURSTON
426700,01/08/2019 12:00:00 AM,Written Warning,7M9008A,314.55.087,(MJ) Records: Improper recordkeeping. (producer),SPOKANE (CITY),SPOKANE
416016,01/14/2019 12:00:00 AM,AVN,7F9014A,314.55.084,"(MJ) Using unauthorized pesticides, soil amendments, fertilizers, other crop production aids.",UNINCORPORATED AREAS,ISLAND
416016,01/14/2019 12:00:00 AM,AVN,7F9014A,314.55.083(4),(MJ) Failure to utilize and/or maintain traceability. (producer),UNINCORPORATED AREAS,ISLAND
414491,01/30/2019 12:00:00 AM,AVN,2Q9030A,314.55.083(3),(MJ) Failure to maintain required security alarm and surveillance systems.,COVINGTON,KING
364799,01/28/2019 12:00:00 AM,AVN,3G9028A,314.55.155(1),"(MJ) Advertising violations: Sign exceeding 1600 square inches; within 1000 feet of prohibited areas; on or in public transit vehicles, shelters, or publicly owned or operated property.",EDMONDS,SNOHOMISH
426127,01/07/2019 12:00:00 AM,Written Warning,7O9007A,314.55.083(4),(MJ) Failure to utilize and/or maintain traceability. (producer),UNINCORP. AREAS,BENTON
426973,01/15/2019 12:00:00 AM,AVN,7D9015A,314.55.083(4),(MJ) Failure to utilize and/or maintain traceability. (producer),UNINCORPORATED AREAS,THURSTON
412999,01/23/2019 12:00:00 AM,AVN,7D9023A,314.55.083(3),(MJ) Failure to maintain required security alarm and surveillance systems. (producer),UNINCORPORATED AREAS,THURSTON
415845,02/13/2019 12:00:00 AM,Written Warning,7F9044A,314.55.083(4),(MJ) Failure to utilize and/or maintain traceability. (producer),UNINCORPORATED AREAS,SKAGIT
426443,02/20/2019 12:00:00 AM,Written Warning,4L9051A,69.50.357,(MJ) Allowing a minor to frequent a restricted area.,DAVENPORT,LINCOLN
421507,02/21/2019 12:00:00 AM,AVN,4H9052A,69.50.357,(MJ) Allowing a minor to frequent a restricted area.,UNINCORP. AREAS,OKANOGAN
416324,02/20/2019 12:00:00 AM,AVN,7G9051A,314.55.087,(MJ) Records: Improper recordkeeping.,GOLD BAR,SNOHOMISH
415083,02/15/2019 12:00:00 AM,Written Warning,1G9046A,314.55.083(4),(MJ) Failure to utilize and/or maintain traceability (processor or retail licensee).,UNINCORPORATED AREAS,THURSTON
415645,02/26/2019 12:00:00 AM,AVN,4I9057A,69.50.401,(MJ) Sale or service to minor,WENATCHEE,CHELAN
412999,01/23/2019 12:00:00 AM,Written Warning,7D9023A,314.55.082,(MJ) Failure to maintain required insurance.,UNINCORPORATED AREAS,THURSTON
412567,12/10/2018 12:00:00 AM,AVN,7I8344B,314.55.083(3),(MJ) Failure to maintain required security alarm and surveillance systems. (producer),UNINCORP. AREAS,WHATCOM
424690,02/14/2019 12:00:00 AM,Written Warning,7M9045A,314.55.083(3),(MJ) Failure to maintain required security alarm and surveillance systems. (producer),SPOKANE (CITY),SPOKANE
416795,02/21/2019 12:00:00 AM,AVN,7M9052A,314.55.083(4),(MJ) Failure to utilize and/or maintain traceability. (producer),SPOKANE VALLEY,SPOKANE
417201,02/28/2019 12:00:00 AM,AVN,7D9059A,314.55.083(4),(MJ) Failure to utilize and/or maintain traceability. (producer),TUMWATER,THURSTON
414495,02/06/2019 12:00:00 AM,AVN,3F9037A,314.55.083(1),(MJ) Licensee/employee failing to display required security badge.,UNINCORPORATED AREAS,SNOHOMISH
416827,02/28/2019 12:00:00 AM,Written Warning,7N9059A,314.55.020,(MJ) Operating plan: Violations of a board-approved operating plan.,UNINCORP. AREAS,PEND OREILLE
421507,02/21/2019 12:00:00 AM,AVN,4H9052A,69.50.401,(MJ) Sale or service to minor,UNINCORP. AREAS,OKANOGAN
413803,02/27/2019 12:00:00 AM,AVN,2N9058A,69.50.401,(MJ) Sale or service to minor,UNINCORPORATED AREAS,KING
422454,02/21/2019 12:00:00 AM,AVN,4G9052B,69.50.401,(MJ) Sale or service to minor,TONASKET,OKANOGAN
416071,02/14/2019 12:00:00 AM,Written Warning,7S9045A,314.55.083(4),(MJ) Failure to utilize and/or maintain traceability. (producer),AIRWAY HEIGHTS,SPOKANE
422454,02/21/2019 12:00:00 AM,AVN,4G9052B,69.50.357,(MJ) Allowing a minor to frequent a restricted area.,TONASKET,OKANOGAN
415645,02/26/2019 12:00:00 AM,AVN,4I9057A,69.50.357,(MJ) Allowing a minor to frequent a restricted area.,WENATCHEE,CHELAN
414680,02/13/2019 12:00:00 AM,AVN,3G9044A,314.55.089,(MJ) Failure to submit monthly tax reports and/or payments.,EVERETT,SNOHOMISH
