Tradename,License #,UBI,Street Address,Suite/Rm,City,State,County,ZipCode,PrivDesc,PrivilegeStatus,DateCreated,DayPhone,ManuallyCleaned,Source
BETTER BUDS                                  ,421709,6.04E+15,841 NESS CORNER RD  STE B     ,STE B                    ,PORT HADLOCK            ,WA,JEFFERSON,983399572,MARIJUANA RETAILER                 ,ACTIVE (ISSUED),20170526,3607316611,0,0
LOCAL ROOTS MARIJUANA                        ,415216,6.03E+15,8411 SR 92 STE 5              ,                         ,GRANITE FALLS           ,WA,SNOHOMISH,982520000,MARIJUANA RETAILER                 ,ACTIVE (ISSUED),20161103,3603227122,0,0
THE GREEN SEED                               ,412495,6.03E+15,8420 ASPI BLVD STE 3          ,                         ,MOSES LAKE              ,WA,GRANT,988373601,MARIJUANA RETAILER                 ,CLOSED (PERMANENT),20170609,5098552271,0,0
COLUMBIA HERBAL                              ,413806,6.03E+15,8459 MAIN ST                  ,                         ,DRYDEN                  ,WA,CHELAN,988210000,MARIJUANA RETAILER                 ,CLOSED (PERMANENT),20160722,5033177035,0,0
DABNABBITS                                   ,85059,6.03E+15,8459 MAIN ST  UNIT B          ,UNIT B                   ,DRYDEN                  ,WA,CHELAN,988210000,MARIJUANA RETAILER                 ,ACTIVE (ISSUED),20170718,5098607111,0,0
EVERGREEN STATE ENTERPRISES                  ,422825,6.04E+15,847 E SR 4                    ,                         ,CATHLAMET               ,WA,WAHKIAKUM,986120000,MARIJUANA RETAILER                 ,PENDING (ISSUED),20170613,3604702621,0,0
BUD COMMANDER                                ,413802,6.03E+15,849 TROSPER RD SW STE 207     ,                         ,TUMWATER                ,WA,THURSTON,985128145,MARIJUANA RETAILER                 ,ACTIVE (ISSUED),20161110,3606881709,0,0
BUDHUT                                       ,421642,6.04E+15,8529 52ND ST SE               ,                         ,SNOHOMISH               ,WA,SNOHOMISH,982909282,MARIJUANA RETAILER                 ,ACTIVE (ISSUED),20170504,4257896996,0,0
EMERALD CITY KUSH                            ,420839,6.04E+15,8529 52ND ST SE STE A         ,                         ,SNOHOMISH               ,WA,SNOHOMISH,982909282,MARIJUANA RETAILER                 ,PENDING (NOT ISSUED),20151023,4254781077,0,0
CPC TWO                                      ,414787,6.04E+15,8600 LAKE CITY WAY NE         ,                         ,SEATTLE                 ,WA,KING,981153260,MARIJUANA RETAILER                 ,PENDING (NOT ISSUED),20160528,2066969765,0,0
THE WASHINGTON STATE CANNABIS GROUP          ,421658,6.03E+15,8606 PRESTON FALL CITY RD SE  ,                         ,PRESTON                 ,WA,KING,980500000,MARIJUANA RETAILER                 ,ACTIVE (ISSUED),20160826,2063807824,0,0
HIGH SOCIETY                                 ,413534,6.03E+15,8630 S MARCH POINT RD         ,                         ,ANACORTES               ,WA,SKAGIT,982213412,MARIJUANA RETAILER                 ,ACTIVE (ISSUED),20161221,3606610168,0,0
CANNABIS PURVEYORS                           ,413785,6.03E+15,8701 14TH AVE S               ,                         ,SEATTLE                 ,WA,KING,981084808,MARIJUANA RETAILER                 ,PENDING (NOT ISSUED),20131220,2069191572,0,0
IHPP CORPORATION                             ,414475,6.04E+15,8734 120TH AVE NE             ,                         ,KIRKLAND                ,WA,KING,980335861,MARIJUANA RETAILER                 ,ACTIVE (ISSUED),20161122,4253188898,0,0
LOCAL AMSTERDAM                              ,422665,6.04E+15,8860 161ST AVE NE             ,                         ,REDMOND                 ,WA,KING,98052,MARIJUANA RETAILER                 ,PENDING (NOT ISSUED),20160326,2063699597,0,0
KUSHMAN                                      ,422380,6.03E+15,8921 EVERGREEN WAY            ,                         ,EVERETT                 ,WA,SNOHOMISH,982082626,MARIJUANA RETAILER                 ,ACTIVE (ISSUED),20170222,4254441575,0,0
HIGH COUNTRY GREEN                           ,421696,6.04E+15,8926 MILLER RD NE   STE 4     ,STE 4                    ,BAINBRIDGE ISLAND       ,WA,KITSAP,981103416,MARIJUANA RETAILER                 ,CLOSED (PERMANENT),20170726,2068543538,0,0
HERBAL ACCESS RETAIL                         ,421918,6.03E+15,8962 BEAVER VALLEY RD         ,                         ,CHIMACUM                ,WA,JEFFERSON,983250000,MARIJUANA RETAILER                 ,ACTIVE (ISSUED),20170725,2068543538,0,0
SAGE SHOP                                    ,414740,6.03E+15,903 ENGH RD  STE C            ,                         ,OMAK                    ,WA,OKANOGAN,988419627,MARIJUANA RETAILER                 ,ACTIVE (ISSUED),20161228,5093228090,0,0
FIRE CANNABIS CO                             ,421738,6.03E+15,903 ENGH RD SUITE D           ,                         ,OMAK                    ,WA,OKANOGAN,988419627,MARIJUANA RETAILER                 ,ACTIVE (ISSUED),20170619,7202719997,0,0
CHIMACUM CANNABIS                            ,413492,6.04E+15,9034 BEAVER VALLEY ROAD       ,                         ,CHIMACUM                ,WA,JEFFERSON,983258781,MARIJUANA RETAILER                 ,ACTIVE (ISSUED),20170726,2066818394,0,0
ZIA RECREATIONAL                             ,415488,6.03E+15,905 SIMPSON AVENUE            ,                         ,HOQUIAM                 ,WA,GRAYS HARBOR,985503020,MARIJUANA RETAILER                 ,ACTIVE (ISSUED),20161212,5057128255,0,0
THE BACK PORCH                               ,415645,6.03E+15,907 N WENATCHEE AVENUE STE B  ,                         ,WENATCHEE               ,WA,CHELAN,985011572,MARIJUANA RETAILER                 ,ACTIVE (ISSUED),20161021,5096699160,0,0
"MORE STEPS, LLC                              ",422718,6.04E+15,909 E FRANCIS AVE  STE C      ,                         ,SPOKANE                 ,WA,SPOKANE,992083640,MARIJUANA RETAILER                 ,PENDING (NOT ISSUED),20160330,3016336086,0,0
THE JOINT                                    ,422448,6.03E+15,909 FRONTAGE RD               ,                         ,LAKE STEVENS            ,WA,SNOHOMISH,982580000,MARIJUANA RETAILER                 ,ACTIVE (ISSUED),20170304,4254710283,0,0
SPOKANE GREEN LEAF                           ,422146,6.03E+15,9107 N COUNTRY HOMES BLVD     ,STE 13                   ,SPOKANE                 ,WA,SPOKANE,992185007,MARIJUANA RETAILER                 ,ACTIVE (ISSUED),20161019,5099193467,0,0
SPOKANE GREEN LEAF                           ,413347,6.03E+15,9107 N COUNTRY HOMES BLVD STEB,                         ,SPOKANE                 ,WA,SPOKANE,992182071,MARIJUANA RETAILER                 ,CLOSED (PERMANENT),20160212,5099193467,0,0
WOODY'S WEED WAREHOUSE                       ,414168,6.03E+15,9129 EVERGREEN WAY            ,                         ,EVERETT                 ,WA,SNOHOMISH,982047121,MARIJUANA RETAILER                 ,PENDING (NOT ISSUED),20131122,4252489600,0,0
EVERGREEN CANNABIS                           ,415064,6.03E+15,922 PEACE PORTAL DR           ,                         ,BLAINE                  ,WA,WHATCOM,982304409,MARIJUANA RETAILER                 ,ACTIVE (ISSUED),20170104,3603328922,0,0
CINDER                                       ,423096,6.03E+15,927 W 2ND AVE STE 1           ,                         ,SPOKANE                 ,WA,SPOKANE,992014501,MARIJUANA RETAILER                 ,ACTIVE (ISSUED),20170606,5092930365,0,0
WALLA WALLA CANNABIS COMPANY                 ,415641,6.03E+15,927 W MAIN ST                 ,                         ,WALLA WALLA             ,WA,WALLA WALLA,993622746,MARIJUANA RETAILER                 ,ACTIVE (ISSUED),20161201,5098764946,0,0
SATORI                                       ,414664,6.03E+15,9301 N DIVISION ST STE B-C    ,                         ,SPOKANE                 ,WA,SPOKANE,992181254,MARIJUANA RETAILER                 ,ACTIVE (ISSUED),20170331,5099947051,0,0
NIRVANA CANNABIS COMPANY                     ,422329,6.03E+15,930½ VALLEY MALL PKWY         ,                         ,EAST WENATCHEE          ,WA,DOUGLAS,988024402,MARIJUANA RETAILER                 ,ACTIVE (ISSUED),20170222,5098082361,0,0
FLORAL FANATIX LLC                           ,422059,6.04E+15,932 POINT BROWN AVE SE        ,                         ,OCEAN SHORES            ,WA,GRAYS HARBOR,985699659,MARIJUANA RETAILER                 ,PENDING (NOT ISSUED),20160308,3608904918,0,0
NORTHWEST COLLECTIVE                         ,421490,6.03E+15,9326 KIMMIE ST SW STE B       ,                         ,OLYMPIA                 ,WA,THURSTON,985129119,MARIJUANA RETAILER                 ,ACTIVE (ISSUED),20170314,3609156071,0,0
BATSTONE BUD SHOP                            ,420478,6.03E+15,933 E JOHNS PRAIRIE RD        ,                         ,SHELTON                 ,WA,MASON,985841270,MARIJUANA RETAILER                 ,PENDING (NOT ISSUED),20170304,3604262000,0,0
"DANK'S WONDER EMPORIUM, LLC                  ",415041,6.03E+15,9333 MARTIN WAY E             ,STE 102                  ,OLYMPIA                 ,WA,THURSTON,985165969,MARIJUANA RETAILER                 ,CLOSED (PERMANENT),20160812,3234543767,0,0
CANNABIS PROVISIONS INC.                     ,421083,6.03E+15,938 N 200TH ST                ,STE D                    ,SHORELINE               ,WA,KING,981333149,MARIJUANA RETAILER                 ,ACTIVE (ISSUED),20160921,2069137903,0,0
EMERALD COAST                                ,420416,6.03E+15,939 N CALLOW AVE # 100-B      ,                         ,BREMERTON               ,WA,KITSAP,983123806,MARIJUANA RETAILER                 ,PENDING (ISSUED),20170620,3608131006,0,0
SWEET LEAF LLC                               ,422877,6.03E+15,9401 STATE ROUTE 302 NW STE B ,                         ,GIG HARBOR              ,WA,PIERCE,983297107,MARIJUANA RETAILER                 ,PENDING (NOT ISSUED),20160402,3605092931,0,0
CANNABIS & GLASS                             ,82587,6.04E+15,9403 E TRENT AVE              ,                         ,MILLWOOD                ,WA,SPOKANE,992064218,MARIJUANA RETAILER                 ,ACTIVE (ISSUED),20161221,5099991112,0,0
CANNABIS FACTORY 21                          ,422362,6.04E+15,9409 NE HWY 99 SUITE B        ,                         ,VANCOUVER               ,WA,CLARK,986658928,MARIJUANA RETAILER                 ,ACTIVE (ISSUED),20160923,2063900295,0,0
STICKY'S                                     ,421326,6.03E+15,9411 NE HIGHWAY 99 STE 4      ,                         ,VANCOUVER               ,WA,CLARK,986658969,MARIJUANA RETAILER                 ,ACTIVE (ISSUED),20161021,5099521602,0,0
MAIN STREET MARIJUANA LONGVIEW               ,421789,6.04E+15,945 WASHINGTON WAY STE 121    ,                         ,LONGVIEW                ,WA,COWLITZ,986320000,MARIJUANA RETAILER                 ,ACTIVE (ISSUED),20170622,2065520020,0,0
PUGET SOUND GROUP                            ,413998,6.03E+15,9451 35TH AVE SW STE 1 & 4    ,                         ,SEATTLE                 ,WA,KING,981263871,MARIJUANA RETAILER                 ,PENDING (NOT ISSUED),        ,2065882841,0,0
NORTHWEST PATIENT RESOURCE CENTER            ,413996,6.03E+15,9456 35TH AVE SW              ,                         ,SEATTLE                 ,WA,KING,981263825,MARIJUANA RETAILER                 ,PENDING (NOT ISSUED),        ,2065882841,0,0
MARI J'S HIGHWAY POT SHOP                    ,414893,6.03E+15,9506 19TH AVE SE              ,                         ,EVERETT                 ,WA,SNOHOMISH,982083801,MARIJUANA RETAILER                 ,ACTIVE (ISSUED),20170218,2065506021,0,0
NORTHWEST CANNABIS CONNECTION                ,415227,6.03E+15,9506 CANYON RD E              ,                         ,PUYALLUP                ,WA,PIERCE,983716302,MARIJUANA RETAILER                 ,CLOSED (PERMANENT),20160729,2532123000,0,0
SWEET JANE                                   ,423829,6.03E+15,9507 STATE ROUTE 302 NW # B   ,                         ,GIG HARBOR              ,WA,PIERCE,983297102,MARIJUANA RETAILER                 ,ACTIVE (ISSUED),20170112,2532457831,0,0
GREEN GROTTO                                 ,423778,6.03E+15,9531 EDMONDS WAY STE A        ,                         ,EDMONDS                 ,WA,SNOHOMISH,980205935,MARIJUANA RETAILER                 ,PENDING (NOT ISSUED),20160712,4252466547,0,0
APEX CANNABIS                                ,421110,6.03E+15,955 W BROADWAY AVE            ,                         ,MOSES LAKE              ,WA,GRANT,988370000,MARIJUANA RETAILER                 ,ACTIVE (ISSUED),20170713,5094990646,0,0
THE JOINT                                    ,420801,6.03E+15,9574 OLD HWY 99 NORTH RD      ,                         ,BURLINGTON              ,WA,SKAGIT,982336811,MARIJUANA RETAILER                 ,ACTIVE (ISSUED),20170112,3603251201,0,0
LTTLE MOON TRADING COMPANY                   ,413820,6.03E+15,9601 EL CAMINO LN SE          ,                         ,YELM                    ,WA,THURSTON,985978717,MARIJUANA RETAILER                 ,PENDING (NOT ISSUED),20131217,3602642775,0,0
LOCALS CANNA HOUSE                           ,414823,6.03E+15,9616 E SPRAGUE AVE            ,STE B                    ,SPOKANE VALLEY          ,WA,SPOKANE,992060000,MARIJUANA RETAILER                 ,ACTIVE (ISSUED),20161213,5092946552,0,0
A GREEN LIFE                                 ,421755,6.03E+15,9625 15TH AVE SW              ,                         ,SEATTLE                 ,WA,KING,981062821,MARIJUANA RETAILER                 ,ACTIVE (ISSUED),20170107,2068537391,0,0
THE VAULT CANNABIS                           ,414829,6.04E+15,9626 32ND ST SE               ,                         ,LAKE STEVENS            ,WA,SNOHOMISH,982050000,MARIJUANA RETAILER                 ,PENDING (ISSUED),20170502,4252488559,0,0
BUD NATION                                   ,72437,6.03E+15,9640 16TH AVE SW STE A        ,                         ,SEATTLE                 ,WA,KING,981062827,MARIJUANA RETAILER                 ,CLOSED (PERMANENT),20160819,2068198898,0,0
BUD NATION                                   ,415203,6.03E+15,9640 16TH AVE SW STE C & D    ,STE C & D                ,SEATTLE                 ,WA,KING,981062827,MARIJUANA RETAILER                 ,ACTIVE (ISSUED),20170621,2068198898,0,0
GREEN REVOLUTION LLC                         ,422750,6.04E+15,9660 153RD AVE NE STE P-2     ,                         ,REDMOND                 ,WA,KING,980522546,MARIJUANA RETAILER                 ,PENDING (NOT ISSUED),20160331,2062915544,0,0
SKAGIT NATURAL MEDICINE LLC                  ,422774,6.04E+15,9660 OLD HWY N RD STE C       ,                         ,BURLINGTON              ,WA,SKAGIT,982338106,MARIJUANA RETAILER                 ,PENDING (NOT ISSUED),20160401,4255126880,0,0
LONGVIEW FREEDOM MARKET                      ,413544,6.03E+15,971 14TH AVE STE 110          ,                         ,LONGVIEW                ,WA,COWLITZ,986324049,MARIJUANA RETAILER                 ,ACTIVE (ISSUED),20170104,3606360420,0,0
OCEAN GREENS                                 ,413372,6.03E+15,9724 AURORA AVE N             ,                         ,SEATTLE                 ,WA,KING,981033223,MARIJUANA RETAILER                 ,ACTIVE (ISSUED),20161018,2062299893,0,0
GREENSIDE RECREATIONAL                       ,414298,6.03E+15,9804 LAKE CITY WAY NE STE A   ,                         ,SEATTLE                 ,WA,KING,981250000,MARIJUANA RETAILER                 ,ACTIVE (ISSUED),20170224,2063803129,0,0
