License #,ID #,Trade Name,Issue Date,premise id,L/Street,L/City,CITY,County,Updated 2019,Gender,% Ownership,Self-Identified Race,Census Category,Race of Majority Ownership (Cumulative),Percent ofMajority,Ownership,Percent of Cumulative Majority,Final
427533,6033591250010002,420 EVERGREEN,20191125,394,25 NE 2ND ST STE B,STEVENSON,2,30,Yes,Female,0.00%,Municipality,Municipality,Municipality,0%,Non-Minority Owned,0%,Non-Minority Owned
427533,6033591250010002,420 EVERGREEN,20191125,394,25 NE 2ND ST STE B,STEVENSON,2,30,Yes,Female,0.00%,Municipality,Municipality,Municipality,0%,Non-Minority Owned,0%,Non-Minority Owned
427533,6033591250010002,420 EVERGREEN,20191125,394,25 NE 2ND ST STE B,STEVENSON,2,30,Yes,Male,0.00%,Municipality,Municipality,Municipality,0%,Non-Minority Owned,0%,Non-Minority Owned
427533,6033591250010002,420 EVERGREEN,20191125,394,25 NE 2ND ST STE B,STEVENSON,2,30,Yes,Male,0.00%,Municipality ,Municipality,Municipality,0%,Non-Minority Owned,0%,Non-Minority Owned
427634,6042736840010002,ZIPS CANNABIS,20190314,394,317 S 72ND ST,TACOMA,17,27,Yes,Male,25.00%,Caucasian,White,White,100%,Non-Minority Owned,100%,Non-Minority Owned
427634,6042736840010002,ZIPS CANNABIS,20190314,394,317 S 72ND ST,TACOMA,17,27,Yes,Male,25.00%,Caucasian,White,White,100%,Non-Minority Owned,100%,Non-Minority Owned
427634,6042736840010002,ZIPS CANNABIS,20190314,394,317 S 72ND ST,TACOMA,17,27,Yes,Male,50.00%,Caucasian,White,White,100%,Non-Minority Owned,100%,Non-Minority Owned
427666,6033591910010008,NIRVANA CANNABIS COMPANY,20191125,394,24713 E WELLESLEY AVE,OTIS ORCHARDS,0,32,Yes,Female,60.00%,Chinese,Asian,Asian,60%,Minority Owned,60%,Asian
427666,6033591910010008,NIRVANA CANNABIS COMPANY,20191125,394,24713 E WELLESLEY AVE,OTIS ORCHARDS,0,32,Yes,Male,10.00%,Caucasian,White,Asian,60%,Minority Owned,60%,Asian
427666,6033591910010008,NIRVANA CANNABIS COMPANY,20191125,394,24713 E WELLESLEY AVE,OTIS ORCHARDS,0,32,Yes,Female,10.00%,Caucasian,White,Asian,60%,Minority Owned,60%,Asian
427666,6033591910010008,NIRVANA CANNABIS COMPANY,20191125,394,24713 E WELLESLEY AVE,OTIS ORCHARDS,0,32,Yes,Male,20.00%,Caucasian,White,Asian,60%,Minority Owned,60%,Asian
427742,6033548000010006,CANNAZONE,20191227,394,3010 OLD HWY 99 SOUTH RD STE B,MOUNT VERNON,7,29,Yes,Female,100.00%,Caucasian Spanish,Multiracial,Multiracial,100%,Minority Owned,100%,Multiracial
427769,6032767240010004,OLYMPIA WEED COMPANY,20190226,394,401 93RD AVE SE,OLYMPIA,0,34,Yes,Male,33.30%,Caucasian,White,White,100%,Non-Minority Owned,100%,Non-Minority Owned
427769,6032767240010004,OLYMPIA WEED COMPANY,20190226,394,401 93RD AVE SE,OLYMPIA,0,34,Yes,Male,33.30%,Caucasian,White,White,100%,Non-Minority Owned,100%,Non-Minority Owned
427769,6032767240010004,OLYMPIA WEED COMPANY,20190226,394,401 93RD AVE SE,OLYMPIA,0,34,Yes,Male,33.30%,Caucasian,White,White,100%,Non-Minority Owned,100%,Non-Minority Owned
427850,6041450900010003,CROSSMATCH,20190627,394,15029 BOTHELL WAY NE STE 100,LAKE FOREST PARK,17,17,Yes,Male,33.33%,Caucasian,White,White,100%,Non-Minority Owned,100%,Non-Minority Owned
427850,6041450900010003,CROSSMATCH,20190627,394,15029 BOTHELL WAY NE STE 100,LAKE FOREST PARK,17,17,Yes,Male,33.33%,Caucasian,White,White,100%,Non-Minority Owned,100%,Non-Minority Owned
427850,6041450900010003,CROSSMATCH,20190627,394,15029 BOTHELL WAY NE STE 100,LAKE FOREST PARK,17,17,Yes,Male,33.34%,Caucasian,White,White,100%,Non-Minority Owned,100%,Non-Minority Owned
428005,6043374800010002,BUD BARN,20190701,394,10619 VANCIL RD SE,YELM,7,34,Yes,Male,100.00%,Caucasian,White,White,100%,Non-Minority Owned,100%,Non-Minority Owned
428107,6035850260010002,SAVAGE THC,20191228,394,4426 WILLIAMS VALLEY RD STE B,CLAYTON,0,33,Yes,Female,50.00%,Caucasian,White,No Majority,50%,Non-Minority Owned,50%,Non-Minority Owned
428107,6035850260010002,SAVAGE THC,20191228,394,4426 WILLIAMS VALLEY RD STE B,CLAYTON,0,33,Yes,Male,50.00%,Native American,American Indian or Alaska Native,No Majority,50%,Non-Minority Owned,50%,Non-Minority Owned
428263,6036041950010003,KITSAP CANNABIS 3,20190819,394,308 S 5TH AVE,KELSO,3,8,Yes,Male,50.00%,Caucasian,White,White,100%,Non-Minority Owned,100%,Non-Minority Owned
428263,6036041950010003,KITSAP CANNABIS 3,20190819,394,308 S 5TH AVE,KELSO,3,8,Yes,Male,50.00%,Caucasian,White,White,100%,Non-Minority Owned,100%,Non-Minority Owned
428276,6034341890010003,FIRE AND FROST CANNABIS,20190917,394,6818 NE 4TH PLAIN BLVD STE C,VANCOUVER,5,6,Yes,Male,100.00%,Caucasian,White,White,100%,Non-Minority Owned,100%,Non-Minority Owned
428276,6034341890010003,FIRE AND FROST CANNABIS,20190917,394,6818 NE 4TH PLAIN BLVD STE C,VANCOUVER,5,6,Yes,Male,99.00%,Caucasian,White,White,100%,Non-Minority Owned,100%,Non-Minority Owned
428560,6041829490010002,420 GRAND CENTRAL,20190513,394,19941 OLD HIGHWAY 99 SW,ROCHESTER,0,34,Yes,Male,100.00%,Caucasian,White,White,100%,Non-Minority Owned,100%,Non-Minority Owned
428654,6031183740010004,28 GRAHAMS CANNABIS,20190906,394,10315 200TH ST E,GRAHAM,0,27,Yes,Female,100.00%,Caucasian,White,White,100%,Non-Minority Owned,100%,Non-Minority Owned
428760,6033510980010009,NXNW RETAIL LLC / CANNABIS AND GLASS,20191123,394,25101 E APPLEWAY AVE,LIBERTY LAKE,12,32,Yes,Male,100.00%,Caucasian,White,White,100%,Non-Minority Owned,100%,Non-Minority Owned
428846,6033519760010004,MARIJUANA MART,20191119,394,6230 197TH SW AVE,ROCHESTER,0,34,Yes,Female,10.00%,Caucasian,White,White,100%,Non-Minority Owned,100%,Non-Minority Owned
428846,6033519760010004,MARIJUANA MART,20191119,394,6230 197TH SW AVE,ROCHESTER,0,34,Yes,Male,28.50%,Caucasian,White,White,100%,Non-Minority Owned,100%,Non-Minority Owned
428846,6033519760010004,MARIJUANA MART,20191119,394,6230 197TH SW AVE,ROCHESTER,0,34,Yes,Male,28.50%,Caucasian,White,White,100%,Non-Minority Owned,100%,Non-Minority Owned
428846,6033519760010004,MARIJUANA MART,20191119,394,6230 197TH SW AVE,ROCHESTER,0,34,Yes,Male,33.00%,Caucasian,White,White,100%,Non-Minority Owned,100%,Non-Minority Owned
428942,6033509090010003,OCEAN GREENS,20190927,394,10524 AURORA AVE N,SEATTLE,26,17,Yes,Male,100.00%,Caucasian,White,White,100%,Non-Minority Owned,100%,Non-Minority Owned
429000,6035602530010003,HOMEGROWN NORTHWEST,20191203,394,3230 1ST AVE S,SEATTLE,26,17,Yes,Male,100.00%,Caucasian,White,White,100%,Non-Minority Owned,100%,Non-Minority Owned
429044,6036041010010002,RENGAR LLC,20190806,394,4206 RUSSELL RD STE M,MUKILTEO,14,31,Yes,,22.00%,Asian,Asian,White,78%,Non-Minority Owned,78%,Non-Minority Owned
429044,6036041010010002,RENGAR LLC,20190806,394,4207 RUSSELL RD STE M,MUKILTEO,14,31,Yes,Male,22.00%,Caucasian,White,White,78%,Non-Minority Owned,78%,Non-Minority Owned
429044,6036041010010002,RENGAR LLC,20190806,394,4204 RUSSELL RD STE M,MUKILTEO,14,31,Yes,,56.00%,Caucasian,White,White,78%,Non-Minority Owned,78%,Non-Minority Owned
429212,6033491710010010,GREEN GROTTO LLC,20191011,394,230 NE JUNIPER ST STE 100,ISSAQUAH,14,17,Yes,Female,100.00%,Caucasian,White,White,100%,Non-Minority Owned,100%,Non-Minority Owned
429453,6040339750010002,STARBUDS,20191104,394,142 SAMISH WAY STE 145,BELLINGHAM,1,37,Yes,Female,5.00%,Caucasian,White,White,100%,Non-Minority Owned,100%,Non-Minority Owned
429453,6040339750010002,STARBUDS,20191104,394,141 SAMISH WAY STE 145,BELLINGHAM,1,37,Yes,Male,95.00%,Caucasian,White,White,100%,Non-Minority Owned,100%,Non-Minority Owned
429502,6042287520010002,MARY'S FINEST,20191115,394,3035 1ST AVE STE B,SEATTLE,26,17,Yes,Male,100.00%,Caucasian,White,White,100%,Non-Minority Owned,100%,Non-Minority Owned
429699,6033503770010004,HIGH END MARKET PLACE,20191231,394,1925 BROADWAY ST SUITE A,VANCOUVER,5,6,Yes,Female,40.00%,Caucasian,White,No Majority,100%,Non-Minority Owned,100%,Non-Minority Owned
429699,6033503770010004,HIGH END MARKET PLACE,20191231,394,1924 BROADWAY ST SUITE A,VANCOUVER,5,6,Yes,Male,60.00%,Caucasian,White,No Majority,100%,Non-Minority Owned,100%,Non-Minority Owned
